id_local,nombre,categoria,direccion,barrio,comuna
1868,PAPONA,CAFE,"LOPEZ, VICENTE 2134",Recoleta,Comuna 2
2612,PAPPA DEUS,RESTAURANTE,BETHLEM 423,San Telmo,Comuna 1
1869,PAPRIKA,RESTAURANTE,FRENCH 2999,Recoleta,Comuna 2
1582,PARADA I,RESTAURANTE,ENTRE RIOS AV. 1901,Parque Patricios,Comuna 4
1870,PARADISO,RESTAURANTE,ARENALES 2802,Recoleta,Comuna 2
1040,PARADOJAS,RESTAURANTE,"GALLARDO, ANGEL AV. 702",Caballito,Comuna 6
1871,PARADOR NORTE,RESTAURANTE,RIOBAMBA 1295,Recoleta,Comuna 2
2684,PARA GOURMET KIRIN,RESTAURANTE,"GALLARDO, ANGEL AV. 75",Villa Crespo,Comuna 15
371,PARAISO,CAFE,ARAOZ 1227,Palermo,Comuna 14
2428,PARANA,RESTAURANTE,PARANA 607,San Nicolas,Comuna 1
572,PARA VOS,RESTAURANTE,CHARLONE 499,Chacarita,Comuna 15
2424,PARISIEN,RESTAURANTE,"PELLEGRINI, CARLOS 999",Retiro,Comuna 1
1872,PARKING,RESTAURANTE,"URIBURU JOSE E., Pres. 1037",Recoleta,Comuna 2
854,PARLAMENTO GRIEGO,RESTAURANTE,RIOBAMBA 65,Balvanera,Comuna 3
932,PARODI II,RESTAURANTE,"MONTES DE OCA, MANUEL 368",Barracas,Comuna 4
2726,PARQUE DEVOTO,RESTAURANTE,SAN MARTIN AV. 6102,Villa Devoto,Comuna 11
372,PARRI BURGER,RESTAURANTE,GUEMES 4403,Palermo,Comuna 14
1041,PARRIKA,RESTAURANTE,"MORENO, JOSE MARIA AV. 770",Caballito,Comuna 6
2079,PARRILLA,CAFE,CABILDO AV. 3954,Saavedra,Comuna 12
2813,PARRILLA,RESTAURANTE,PLAZA 2508,Villa Urquiza,Comuna 12
1311,PARRILLA,RESTAURANTE,"PERON, EVA AV. 5101",Mataderos,Comuna 9
655,PARRILLA 83,RESTAURANTE,DIAZ VELEZ AV. 4293,Almagro,Comuna 5
1044,PARRILLA AMARILLA,RESTAURANTE,"PUEYRREDON, HONORIO, DR. AV. 1050",Caballito,Comuna 6
1042,PARRILLA CABALLITO,RESTAURANTE,BARCO CENTENERA del 138,Caballito,Comuna 6
1873,PARRILLA CORDOBA,RESTAURANTE,CORDOBA AV. 1751,Recoleta,Comuna 2
374,PARRILLA DON ROGELIO,RESTAURANTE,DORREGO AV. 2720,Palermo,Comuna 14
373,PARRILLA EL PRIMO,RESTAURANTE,BAEZ 302,Palermo,Comuna 14
1458,PARRILLA INDEPENDENCIA,RESTAURANTE,INDEPENDENCIA AV. 1789,Monserrat,Comuna 1
1185,PARRILLA LA PLAZA,RESTAURANTE,PAEZ 2900,Flores,Comuna 7
1045,PARRILLA LAS PEPAS,RESTAURANTE,SAN JOSE DE CALASANZ 20,Caballito,Comuna 6
2613,PARRILLA LOS GAUCHOS,RESTAURANTE,CHILE AV. 372,San Telmo,Comuna 1
1457,PARRILLA PATAGONIA,RESTAURANTE,MORENO 1110,Monserrat,Comuna 1
952,PARRILLA PIZZA CAFE,,CASEROS AV. 3849,Boedo,Comuna 5
1585,PARRILLA POOL,RESTAURANTE,CHICLANA AV. 2898,San Cristobal,Comuna 3
1874,PASADINA,RESTAURANTE,GUIDO 1705,Recoleta,Comuna 2
1043,PASEO DE LA MAGNOLIA,RESTAURANTE,RIVADAVIA AV. 5377,Caballito,Comuna 6
1046,PASEO DEL SOL,RESTAURANTE,DIAZ VELEZ AV. 5005,Caballito,Comuna 6
2766,PASS,CAFE,ALVAREZ THOMAS AV. 1396,Villa Ortuzar,Comuna 15
2427,PASTICERIA,RESTAURANTE,TUCUMAN 1431,San Nicolas,Comuna 1
1259,PATAGONIA SUR,CAFE,ROCHA 803,Boca,Comuna 4
2077,PATAGONICOS PRODUCTOS,RESTAURANTE,SAN ISIDRO LABRADOR AV. 4408,Saavedra,Comuna 12
376,PATA NEGRA,RESTAURANTE,"SCALABRINI ORTIZ, RAUL 3096",Palermo,Comuna 14
2028,PATXIM,RESTAURANTE,"ALVEAR, MARCELO T. De 1280",Retiro,Comuna 1
2425,PATY LIBRE,RESTAURANTE,MAIPU 512,San Nicolas,Comuna 1
2426,PAUCIN,RESTAURANTE,SARMIENTO 635,San Nicolas,Comuna 1
1038,P. CAPITAN,RESTAURANTE,DIAZ VELEZ AV. 5401,Caballito,Comuna 6
378,PECARÃ‚Â S,RESTAURANTE,HONDURAS 5237,Palermo,Comuna 14
1875,PECK,CAFE,"QUINTANA, MANUEL, PRES. AV. 430",Recoleta,Comuna 2
1047,PEDRO 94,RESTAURANTE,"GOYENA, PEDRO AV. 94",Caballito,Comuna 6
2429,PEGASUS,BAR,CORDOBA AV. 906,San Nicolas,Comuna 1
2781,PEÃƒâ€˜AMIL,RESTAURANTE,ALBARELLOS AV. 2809,Villa Pueyrredon,Comuna 12
1188,PENELOPE,RESTAURANTE,NAZCA AV. 55,Flores,Comuna 7
2430,PENSO CAFE,BAR,LAVALLE 1557,San Nicolas,Comuna 1
377,PEOPLE I,RESTAURANTE,"SCALABRINI ORTIZ, RAUL AV. 280",Villa Crespo,Comuna 15
379,PEPA,RESTAURANTE,EL SALVADOR 4757,Palermo,Comuna 14
2431,PEPERONE,RESTAURANTE,LAVALLE 876,San Nicolas,Comuna 1
2433,PEPIN EXPRESS,RESTAURANTE,SAN MARTIN 521,San Nicolas,Comuna 1
657,PERECHIO,RESTAURANTE,LA PLATA AV. 96,Almagro,Comuna 5
380,PERICA,RESTAURANTE,DEL LIBERTADOR AV. 2004,Palermo,Comuna 14
382,PERSICCO,RESTAURANTE,"SALGUERO, JERONIMO 2591",Palermo,Comuna 14
1049,PERSICCO,RESTAURANTE,RIVADAVIA AV. 4933,Caballito,Comuna 6
541,PETALO,RESTAURANTE,CABILDO AV. 1616,Belgrano,Comuna 13
1877,PETIT BON,CAFE,PUEYRREDON AV. 1418,Recoleta,Comuna 2
2432,PETIT CAFE,RESTAURANTE,"PELLEGRINI, CARLOS 341",San Nicolas,Comuna 1
381,PETIT CAFE,CONFITERIA,UGARTECHE 2810,Palermo,Comuna 14
1876,PETIT CALLAO,RESTAURANTE,CALLAO AV. 1301,Recoleta,Comuna 2
1878,PETIT CORDOBA CAFE,RESTAURANTE,CORDOBA AV. 1802,Balvanera,Comuna 3
853,PETIT PAULISTA,RESTAURANTE,PASTEUR 791,Balvanera,Comuna 3
2031,PETIT PLAZA,CAFE,LIBERTAD 956,Retiro,Comuna 1
1879,PETIT VICTORIA,RESTAURANTE,GALLO 1309,Recoleta,Comuna 2
1048,PETRA'S,RESTAURANTE,DOBLAS 220,Caballito,Comuna 6
2434,PETRO,RESTAURANTE,CORDOBA AV. 1702,San Nicolas,Comuna 1
2435,PETTY BAR,BAR,LAVALLE 901,San Nicolas,Comuna 1
601,PIACERE,SANDWICHERIA,CABILDO AV. 1562,Colegiales,Comuna 13
1880,PIACERE,RESTAURANTE,CALLAO AV. 1074,Recoleta,Comuna 2
383,PIACERE,CONFITERIA,CABILDO AV. 1101,Palermo,Comuna 14
542,PIACERE,RESTAURANTE,ARCOS 1994,Belgrano,Comuna 13
384,PIACERE,CONFITERIA,LAS HERAS GENERAL AV. 2899,Palermo,Comuna 14
385,PICAS,RESTAURANTE,BONPLAND 1920,Palermo,Comuna 14
1242,PICCOLO VAPORE,RESTAURANTE,NECOCHEA 1190,Boca,Comuna 4
1881,PICHI HUASI,RESTAURANTE,FRENCH 2281,Recoleta,Comuna 2
1186,PICUYO,RESTAURANTE,"PERON, EVA AV. 3381",Flores,Comuna 7
1882,PIEGARI PARRILLA,RESTAURANTE,POSADAS 1089,Retiro,Comuna 1
1883,PIEGARI RISTORANTE,RESTAURANTE,POSADAS 1042,Retiro,Comuna 1
1189,PIERINO,RESTAURANTE,"FALCON, RAMON L.,CNEL. 2701",Flores,Comuna 7
855,PIERROT,RESTAURANTE,AZCUENAGA 483,Balvanera,Comuna 3
953,PININ,,"CALVO, CARLOS 3629",Boedo,Comuna 5
656,PINO'S,RESTAURANTE,RIVADAVIA AV. 3511,Almagro,Comuna 5
387,PINUT,RESTAURANTE,"MANSILLA, LUCIO NORBERTO, GENERAL 3892",Palermo,Comuna 14
2029,PIOCERY,CAFE,PARAGUAY 1398,Retiro,Comuna 1
2032,PIOLA,RESTAURANTE,LIBERTAD 1078,Retiro,Comuna 1
1884,PIPAS,CAFE,CALLAO AV. 1569,Recoleta,Comuna 2
602,PIPPER,,CABILDO AV. 1138,Colegiales,Comuna 13
2437,PIPPO 3,BAR,PARANA 356,San Nicolas,Comuna 1
1885,PIRIAPOLIS CAFE,CAFE,CORDOBA AV. 3051,Recoleta,Comuna 2
543,PITOPA,RESTAURANTE,MONROE AV. 3415,Coghlan,Comuna 12
1091,PITOPA,RESTAURANTE,MONROE AV. 3400,Belgrano,Comuna 13
1886,PIU ARTESANAL,CAFE,SANTA FE AV. 2646,Recoleta,Comuna 2
544,PIZARRO'S,RESTAURANTE,ECHEVERRIA 1401,Belgrano,Comuna 13
2615,PIZZA 3,RESTAURANTE,CHACABUCO 1314,San Telmo,Comuna 1
386,PIZZA AL CORTE,RESTAURANTE,HONDURAS 5504,Palermo,Comuna 14
856,PIZZA BOY,BAR,"ALSINA, ADOLFO 2800",Balvanera,Comuna 3
1279,PIZZA- CAFE,RESTAURANTE,"PAZ, GRAL. AV. 10868",Liniers,Comuna 9
933,PIZZA CAFE LA ESQUINA,RESTAURANTE,FINOCHIETTO ENRIQUE DR. 1701,Barracas,Comuna 4
2441,"PIZZA, CAFE Y CULTURA",RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1382",San Nicolas,Comuna 1
1494,PIZZA CHOP,RESTAURANTE,COBO AV. 1030,Nueva Pompeya,Comuna 4
1187,PIZZA CRACK,,VARELA AV. 1082,Flores,Comuna 7
1887,PIZZA & ESPUMA,CAFE,JUNCAL 2701,Recoleta,Comuna 2
2436,PIZZA JET,RESTAURANTE,FLORIDA 165,San Nicolas,Comuna 1
2812,PIZZA KROSS,RESTAURANTE,TRIUNVIRATO AV. 5402,Villa Urquiza,Comuna 12
1277,PIZZA LINIERS CAFE,RESTAURANTE,RIVADAVIA AV. 11576,Liniers,Comuna 9
2438,PIZZA MASS,RESTAURANTE,SARMIENTO 1601,San Nicolas,Comuna 1
1117,PIZZA NARANJA,RESTAURANTE,"IRIGOYEN, BERNARDO de 920",Constitucion,Comuna 1
2439,PIZZA PACK,RESTAURANTE,LAVALLE 836,San Nicolas,Comuna 1
388,PIZZA PET,RESTAURANTE,SANTA FE AV. 5288,Palermo,Comuna 14
1050,PIZZA- PIZZA,RESTAURANTE,RIVADAVIA AV. 5033,Caballito,Comuna 6
390,PIZZA PLAZA,RESTAURANTE,LAS HERAS GENERAL AV. 3293,Palermo,Comuna 14
389,PIZZA QUE?,RESTAURANTE,CHARCAS 4037,Palermo,Comuna 14
391,PIZZA TRACY,RESTAURANTE,"SALGUERO, JERONIMO 3172",Palermo,Comuna 14
1888,PIZZA TRACY,RESTAURANTE,POSADAS 1245,Retiro,Comuna 1
2814,PIZZA VIVA,RESTAURANTE,OLAZABAL AV. 5213,Villa Urquiza,Comuna 12
1190,PIZZA Y BIRRA,RESTAURANTE,RIVADAVIA AV. 7402,Flores,Comuna 7
1051,PIZZA Y CAFE EL QUIJOTE,RESTAURANTE,"GOYENA, PEDRO AV. 736",Caballito,Comuna 6
1191,PIZZA Y CAFE UNO,RESTAURANTE,RIVADAVIA AV. 6784,Flores,Comuna 7
2729,PIZZERIA BETO,RESTAURANTE,NOGOYA 3900,Villa Del Parque,Comuna 11
545,PIZZERIA BURGIO,RESTAURANTE,CABILDO AV. 2477,Belgrano,Comuna 13
1583,PIZZERIA CANCHA,RESTAURANTE,BRASIL 2699,Parque Patricios,Comuna 4
2440,PIZZERIA CONGRESO,RESTAURANTE,RIVADAVIA AV. 1715,San Nicolas,Comuna 1
1334,PIZZERIA D' ANY,CONFITERIA,ALVAREZ JONTE AV. 4001,Monte Castro,Comuna 10
1192,PIZZERIA EL LITORAL,,"PERON, EVA AV. 2507",Flores,Comuna 7
1889,PIZZERIA EL SOL,CAFE,"MANSILLA, LUCIO NORBERTO, GENERAL 2899",Recoleta,Comuna 2
857,PIZZERIA EUROPEA,BAR,LARREA 24,Balvanera,Comuna 3
1260,PIZZERIA LA NUEVA,RESTAURANTE,BRANDSEN 600,Boca,Comuna 4
1891,PIZZERIA LOS COCOS,CAFE,CORDOBA AV. 3303,Recoleta,Comuna 2
2614,PIZZERIA MI TIO,RESTAURANTE,ESTADOS UNIDOS 400,San Telmo,Comuna 1
2682,PIZZERIA NAPOLES,RESTAURANTE,CORRIENTES AV. 5594,Villa Crespo,Comuna 15
658,PIZZERIA SOFIA,RESTAURANTE,RIVADAVIA AV. 4101,Almagro,Comuna 5
1193,PIZZERIA VISION,,CARABOBO AV. 1107,Flores,Comuna 7
858,PIZZERIA Y BAR PABLITO,RESTAURANTE,LARREA 691,Balvanera,Comuna 3
1514,PIZZUELA EXPRESS,RESTAURANTE,11 DE SEPTIEMBRE DE 1888 3000,NuÃƒÂ±ez,Comuna 13
2442,PLACES,RESTAURANTE,VIAMONTE 879,San Nicolas,Comuna 1
2821,Plan B Pizza,BAR,BAUNESS 2802,Villa Urquiza,Comuna 12
2820,Plan B Resto Bar,BAR,"RIVERA, PEDRO I., Dr. 5202",Villa Urquiza,Comuna 12
1053,PLATON,RESTAURANTE,PUAN 483,Caballito,Comuna 6
1120,PLAZA,RESTAURANTE,SALTA 1456,Constitucion,Comuna 1
1052,PLAZA,CAFE,RIVADAVIA AV. 4732,Caballito,Comuna 6
659,PLAZA CORRIENTES,RESTAURANTE,CORRIENTES AV. 4656,Almagro,Comuna 5
2443,PLAZA DE LAS CARRETAS,RESTAURANTE,BOUCHARD 452,San Nicolas,Comuna 1
1054,PLAZA DEL CARMEN,CAFE,RIVADAVIA AV. 4502,Caballito,Comuna 6
393,PLAZA DEL CÃ‚Â RMEN,RESTAURANTE,SANTA FE AV. 3402,Palermo,Comuna 14
392,PLAZA DONNA,RESTAURANTE,SANTA FE AV. 3202,Palermo,Comuna 14
2616,PLAZA DORREGO,RESTAURANTE,DEFENSA 1093,San Telmo,Comuna 1
2617,PLAZA DORREGO BAR,BAR,DEFENSA 1098,San Telmo,Comuna 1
2030,PLAZA ITALIA,RESTAURANTE,DEL LIBERTADOR AV. 176,Retiro,Comuna 1
1459,PLAZA MAYOR,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 1399,Monserrat,Comuna 1
2445,PLAZA ROMA,RESTAURANTE,TUCUMAN 149,San Nicolas,Comuna 1
2444,PLAZA ROMA,RESTAURANTE,BOUCHARD 484,San Nicolas,Comuna 1
1055,PLAZA TRIANA,RESTAURANTE,RIVADAVIA AV. 5103,Caballito,Comuna 6
1056,PLENO SOL ASADOR CRIOLLO,RESTAURANTE,"GARCIA LORCA, FEDERICO 399",Caballito,Comuna 6
2447,PLUSULTRA,RESTAURANTE,LAVALLE 1497,San Nicolas,Comuna 1
2446,PLUS ULTRA,RESTAURANTE,LAVALLE 401,San Nicolas,Comuna 1
2033,PLUS ULTRA,RESTAURANTE,DEL LIBERTADOR AV. 1201,Recoleta,Comuna 2
394,PODEST,RESTAURANTE,ARMENIA 1740,Palermo,Comuna 14
861,PODESTA,RESTAURANTE,RIVADAVIA AV. 2802,Balvanera,Comuna 3
2449,POKER,RESTAURANTE,"PELLEGRINI, CARLOS 111",San Nicolas,Comuna 1
2448,POLITEAMA,RESTAURANTE,CORRIENTES AV. 1496,San Nicolas,Comuna 1
546,POMPEII,RESTAURANTE,CABILDO AV. 1985,Belgrano,Comuna 13
1890,POMPEII,RESTAURANTE,LAS HERAS GENERAL AV. 2601,Recoleta,Comuna 2
1545,POOL ENTRETENIMIENTO,RESTAURANTE,DIRECTORIO AV. 1240,Parque Chacabuco,Comuna 7
2450,POR ELLOS,RESTAURANTE,"MITRE, BARTOLOME 1189",San Nicolas,Comuna 1
1892,POR H O POR B,RESTAURANTE,AZCUENAGA 1781,Recoleta,Comuna 2
395,PORTALS,BAR,BULNES 1400,Palermo,Comuna 14
2451,PORTEÃƒâ€˜ITO,CAFE,CORDOBA AV. 1652,San Nicolas,Comuna 1
2453,PORTO FINO,CAFE,"PERON, JUAN DOMINGO, TTE. GENERAL 302",San Nicolas,Comuna 1
2035,PORTO PIRATA,RESTAURANTE,"ALVEAR, MARCELO T. De 401",Retiro,Comuna 1
397,PORTO PIZZA,BAR,"SALGUERO, JERONIMO 2671",Palermo,Comuna 14
603,PORTO PIZZA,,CABILDO AV. 1532,Colegiales,Comuna 13
2452,PORTO VELBO,CAFE,"MITRE, BARTOLOME 301",San Nicolas,Comuna 1
954,POR USTEDES,,GIBSON 4104,Boedo,Comuna 5
1893,POSADAS BAR,CAFE,POSADAS 1402,Recoleta,Comuna 2
2619,POSEIDON,BAR,BETHLEM 419,San Telmo,Comuna 1
396,POSITANO,RESTAURANTE,OLLEROS AV. 1760,Palermo,Comuna 14
2088,POSTA GAUCHA,RESTAURANTE,ENTRE RIOS AV. 1444,Constitucion,Comuna 1
1460,POSTA IV,RESTAURANTE,SALTA 424,Monserrat,Comuna 1
1895,POSTA RECOLETA,CAFE,JUNIN 1770,Recoleta,Comuna 2
547,POSTO PIZZA,RESTAURANTE,CABILDO AV. 1532,Colegiales,Comuna 13
1586,POZO BAR,RESTAURANTE,RONDEAU 1878,Parque Patricios,Comuna 4
2765,P & P X 5,RESTAURANTE,DE LOS INCAS AV. 4200,Villa Ortuzar,Comuna 15
1894,PRAGA,CAFE,LAS HERAS GENERAL AV. 2912,Recoleta,Comuna 2
1512,PRETO RESTO BAR,RESTAURANTE,JARAMILLO 1701,NuÃƒÂ±ez,Comuna 13
1463,PRETTY,RESTAURANTE,BELGRANO AV. 1402,Monserrat,Comuna 1
1896,PRETTY NORT,CAFE,CHARCAS 2599,Recoleta,Comuna 2
1897,PRIMAFILA,,PUEYRREDON AV. 2501,Recoleta,Comuna 2
1461,PRIMER CORTE,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 1290,Monserrat,Comuna 1
1898,PRIMER EURO,CAFE,RIOBAMBA 1019,Recoleta,Comuna 2
1900,PRIMI PIATTI,RESTAURANTE,FRENCH 3015,Recoleta,Comuna 2
2618,PRIMO HUMBERTO,RESTAURANTE,HUMBERTO 1º 475,San Telmo,Comuna 1
859,PRONTO,RESTAURANTE,JUNIN 375,Balvanera,Comuna 3
1899,PRONTO CAFE- BAR,CAFE,ARENALES 2799,Recoleta,Comuna 2
2455,PRONTO PIZZA,RESTAURANTE,FLORIDA 233,San Nicolas,Comuna 1
2454,PRONTO PIZZA,RESTAURANTE,FLORIDA 577,San Nicolas,Comuna 1
1901,PROPIZIO,CAFE,PUEYRREDON AV. 1306,Recoleta,Comuna 2
2456,PROPUESTA,CONFITERIA,VIAMONTE 826,San Nicolas,Comuna 1
862,PROSCIUTO,RESTAURANTE,JUNIN 283,Balvanera,Comuna 3
1902,PROVENCE,CAFE,LARREA 909,Recoleta,Comuna 2
860,PSICOSIS,BAR,"YRIGOYEN, HIPOLITO 3199",Balvanera,Comuna 3
2458,PTO. DEL CARMEN,CONFITERIA,CORDOBA AV. 628,San Nicolas,Comuna 1
398,PUBLICO,RESTAURANTE,GORRITI 5054,Palermo,Comuna 14
1057,PUCARA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 493",Caballito,Comuna 6
1059,PUENTE DE PIEDRA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 344",Caballito,Comuna 6
1058,PUERTA DEL SOL,RESTAURANTE,ROSARIO 900,Caballito,Comuna 6
1624,PUERTO CRISTAL,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1082",Puerto Madero,Comuna 1
2645,PUERTO DESEADO,RESTAURANTE,SEGUROLA AV. 472,Velez Sarsfield,Comuna 10
2457,PUERTO LEYENDA,RESTAURANTE,RIVADAVIA AV. 1123,San Nicolas,Comuna 1
2620,PUERTO LUNA,RESTAURANTE,"CALVO, CARLOS 99",San Telmo,Comuna 1
1262,PUERTO VIEJO,RESTAURANTE,DON PEDRO DE MENDOZA AV. 2103,Boca,Comuna 4
548,PULPERIA AL 900,RESTAURANTE,CRAMER AV. 2125,Belgrano,Comuna 13
1261,PULPERIA LA ARGENTINA,BAR,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 801",Boca,Comuna 4
2838,PulperÃƒÂ­a QuilapÃƒÂ¡n,RESTAURANTE,DEFENSA 1344,San Telmo,Comuna 1
1314,PUNTA CANA,RESTAURANTE,"CASTRO, EMILIO AV. 5998",Mataderos,Comuna 9
1462,PUNTA CUORE,RESTAURANTE,BELGRANO AV. 1700,Monserrat,Comuna 1
660,PUNTA CUORE,RESTAURANTE,CORRIENTES AV. 4199,Almagro,Comuna 5
1312,PUNTA NAON,BAR,"CASTRO, EMILIO AV. 7328",Mataderos,Comuna 9
2459,PUNTA SERENA,RESTAURANTE,MONTEVIDEO 783,San Nicolas,Comuna 1
1197,PUNTA Y TACO,RESTAURANTE,RIVADAVIA AV. 7519,Flores,Comuna 7
863,PUNTO CERO,BAR,"URIBURU JOSE E., Pres. 388",Balvanera,Comuna 3
1515,PUNTO OBLIGADO,RESTAURANTE,VUELTA DE OBLIGADO 3799,NuÃƒÂ±ez,Comuna 13
399,PUNTO SUR,CAFE,CHARCAS 3615,Palermo,Comuna 14
1513,PYKO'S BAR,CAFE,DEL LIBERTADOR AV. 8602,NuÃƒÂ±ez,Comuna 13
400,PYZZADELICA,CAFE,BAEZ 207,Palermo,Comuna 14
1544,Q' RICO,RESTAURANTE,COBO AV. 1899,Parque Chacabuco,Comuna 7
1904,QUEBEC,RESTAURANTE,CALLAO AV. 1202,Recoleta,Comuna 2
1903,QUEBEC,CAFE,PUEYRREDON AV. 1637,Recoleta,Comuna 2
401,QUEBEQ,RESTAURANTE,PARAGUAY 4683,Palermo,Comuna 14
2792,QUE LUGAR,CAFE,CORRALES 3157,Villa Soldati,Comuna 8
403,QUENTIN,RESTAURANTE,BAEZ 390,Palermo,Comuna 14
402,QUENTIN,RESTAURANTE,AREVALO 1502,Palermo,Comuna 14
2460,QUE SE YO,CAFE,CALLAO AV. 249,San Nicolas,Comuna 1
1905,QUESO Y CRUDO,RESTAURANTE,RODRIGUEZ PEÃƒâ€˜A 1169,Recoleta,Comuna 2
2685,QUE TUL...,RESTAURANTE,PADILLA 1002,Villa Crespo,Comuna 15
1315,QUICK,BAR,"CASTRO, EMILIO AV. 5680",Mataderos,Comuna 9
1906,QUIERO MAS,RESTAURANTE,RIOBAMBA 1177,Recoleta,Comuna 2
1464,QUIJOTE PIZZA CAFE,RESTAURANTE,DE MAYO AV. 1101,Monserrat,Comuna 1
404,QUILATE,RESTAURANTE,"DIAZ, CNEL. AV. 2189",Recoleta,Comuna 2
549,QUINCY,RESTAURANTE,CABILDO AV. 2156,Belgrano,Comuna 13
2462,QUINTA AVENIDA II,CAFE,SUIPACHA 348,San Nicolas,Comuna 1
1195,QUINTITOS CAFE,CAFE,YERBAL 2599,Flores,Comuna 7
864,QUITAPENAS,CAFE,"URQUIZA, Gral. 606",Balvanera,Comuna 3
865,QUORUM,CAFE,COMBATE DE LOS POZOS 61,Balvanera,Comuna 3
2461,RABBIT,RESTAURANTE,RECONQUISTA 349,San Nicolas,Comuna 1
2036,RABELAIS,RESTAURANTE,LIBERTAD 1319,Retiro,Comuna 1
2034,RABELAIS,RESTAURANTE,DEL LIBERTADOR AV. 1319,Recoleta,Comuna 2
866,RAGNAR,RESTAURANTE,TUCUMAN 1899,Balvanera,Comuna 3
2037,RAMIRO,RESTAURANTE,MONTEVIDEO 1655,Retiro,Comuna 1
1316,RANCHO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 6900",Mataderos,Comuna 9
604,RAPSODIA,RESTAURANTE,ELCANO AV. 3189,Colegiales,Comuna 13
405,RASTRO,BAR,"CABRERA, JOSE A. 4199",Palermo,Comuna 14
407,RAVE,BAR,GORRITI 5052,Palermo,Comuna 14
406,RAVELLO,RESTAURANTE,HONDURAS 5906,Palermo,Comuna 14
662,RAWSON CAFE,RESTAURANTE,ROCAMORA 4302,Almagro,Comuna 5
1907,RECCO. COFFEE & BEER,RESTAURANTE,CALLAO AV. 1953,Recoleta,Comuna 2
2463,RED,RESTAURANTE,TUCUMAN 693,San Nicolas,Comuna 1
409,REGGIO,RESTAURANTE,GUATEMALA 5798,Palermo,Comuna 14
411,REGIO,RESTAURANTE,SINCLAIR 2934,Palermo,Comuna 14
867,REIKY CAFE,RESTAURANTE,JUNIN 631,Balvanera,Comuna 3
1465,RELAX,RESTAURANTE,INDEPENDENCIA AV. 1101,Monserrat,Comuna 1
1625,RENATINO RISTORANTE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1760",Puerto Madero,Comuna 1
1198,REPATA,CAFE,LAFUENTE AV. 925,Flores,Comuna 7
1531,REPLAY,RESTAURANTE,"PERON, EVA AV. 4400",Parque Avellaneda,Comuna 9
2464,RESTAURANT CASA CHINA,RESTAURANTE,VIAMONTE 1476,San Nicolas,Comuna 1
1908,RESTAURANT DEL CLUB SIRIO,RESTAURANTE,"PACHECO DE MELO, JOSE ANDRES 1902",Recoleta,Comuna 2
661,RESTAURANTE CHINO,RESTAURANTE,ESTADO DE ISRAEL AV. 4382,Almagro,Comuna 5
1909,RESTAURANT EL RINCON,RESTAURANTE,"URIBURU JOSE E., Pres. 1759",Recoleta,Comuna 2
2466,RESTAURANT VICTORIA,RESTAURANTE,ESMERALDA 542,San Nicolas,Comuna 1
868,RESTAURANT Y CONFITERIA DE LA PROVI,RESTAURANTE,TUCUMAN 1889,Balvanera,Comuna 3
1910,RESTO,RESTAURANTE,MONTEVIDEO 938,Recoleta,Comuna 2
410,RESTODANTE,RESTAURANTE,HONDURAS 5535,Palermo,Comuna 14
412,RESTOURANT PASO,RESTAURANTE,CHARCAS 3382,Palermo,Comuna 14
1060,RETABLO,RESTAURANTE,LA PLATA AV. 293,Caballito,Comuna 6
1466,REY CASTRO,RESTAURANTE,PERU 342,Monserrat,Comuna 1
2465,REY DEL SABOR,RESTAURANTE,LAVALLE 909,San Nicolas,Comuna 1
2038,RIALTO,RESTAURANTE,PARAGUAY 789,Retiro,Comuna 1
2467,RIALTO II,RESTAURANTE,25 DE MAYO 784,San Nicolas,Comuna 1
2468,RIATTO,CAFE,SAN MARTIN 621,San Nicolas,Comuna 1
1263,RIBERA SUR,BAR,SUAREZ 694,Boca,Comuna 4
413,RICHARD'S,BAR,"ALVAREZ, JULIAN 2409",Palermo,Comuna 14
870,RICHMOND,RESTAURANTE,TUCUMAN 2201,Balvanera,Comuna 3
2469,RICHMOND,CAFE,FLORIDA 466,San Nicolas,Comuna 1
869,RICO RICO,RESTAURANTE,RIVADAVIA AV. 3002,Balvanera,Comuna 3
663,RIEMPE BAR,RESTAURANTE,HUMAHUACA 4101,Almagro,Comuna 5
1911,RIGOLETTO,RESTAURANTE,RODRIGUEZ PEÃƒâ€˜A 1291,Recoleta,Comuna 2
1280,RINCON DEL PILAR,RESTAURANTE,COSQUIN 32,Liniers,Comuna 9
415,RINCON SALTEÃƒâ€˜O,BAR,"CARRANZA, ANGEL JUSTINIANO 1996",Palermo,Comuna 14
1468,RIN Y SON SOCIAL CLUB,RESTAURANTE,SALTA 508,Monserrat,Comuna 1
664,RIO,CAFE,SARMIENTO 4699,Almagro,Comuna 5
414,RIO ALBA,RESTAURANTE,CERVIÃƒâ€˜O AV. 4499,Palermo,Comuna 14
1912,RIOBAMBA,CAFE,RIOBAMBA 902,Recoleta,Comuna 2
